### CONFIGURATION ##############################################################
accept_delay          :                          50 integer           (default)
address_ranges        :                             string            (default)
bootstrap_size        :                        1000 integer                    
conn_mod              :    aesim_connection_default atom              (default)
connect_delay         :                         100 integer           (default)
connect_period        :                           0 integer_infinity  (default)
disconnect_delay      :                          50 integer           (default)
first_ping_delay      :                         100 time              (default)
gossiped_neighbours   :                           8 integer                    
limit_outbound_groups :                       false boolean           (default)
max_inbound           :                        1000 integer_infinity           
max_nodes             :                        2000 integer                    
max_outbound          :                          20 integer_infinity           
max_real_time         :                    infinity time_infinity     (default)
max_sim_time          :                          3h time_infinity              
node_mod              :          aesim_node_default atom              (default)
node_start_period     :                         30s time              (default)
ping_period           :                          2m time              (default)
pong_delay            :                         100 time              (default)
pool_mod              :           aesim_pool_simple atom              (default)
progress_interval     :                          1s time              (default)
reject_delay          :                          50 integer           (default)
reject_iprob          :                          99 integer                    
rrd_enabled           :                        true boolean                    
rrd_ignore_trusted    :                       false boolean           (default)
scenario_mod          :      aesim_scenario_default atom              (default)
soft_max_inbound      :                         100 integer_infinity           
trusted_count         :                           2 integer           (default)
### SIMULATION #################################################################
PROGRESS     REAL-TIME      SIM-TIME CURR-SPEED GLOB-SPEED NODES   CONNS  EVENTS
      1%   0h00m01s000   0h01m51s200       111x       111x  1003    1038    1653
     47%   0h06m04s411   1h26m16s400        14x        14x  1172   20612   20834
     48%   0h06m05s411   1h26m30s450        14x        14x  1173   20629   20853
     48%   0h06m06s411   1h26m45s000        15x        14x  1173   20645   20865
     48%   0h06m07s417   1h27m00s000        15x        14x  1173   20662   20883
     48%   0h06m08s417   1h27m14s800        15x        14x  1174   20684   20912
     48%   0h06m09s417   1h27m29s150        14x        14x  1174   20693   20917
     48%   0h06m10s417   1h27m42s900        14x        14x  1175   20724   20949
     48%   0h06m11s417   1h27m56s100        13x        14x  1175   20720   20941
     48%   0h06m12s430   1h28m09s900        14x        14x  1176   20753   20967
     49%   0h06m13s430   1h28m25s900        16x        14x  1176   20776   20991
     49%   0h06m14s430   1h28m41s400        16x        14x  1177   20784   20998
     49%   0h06m15s430   1h28m55s350        14x        14x  1177   20790   21008
     49%   0h06m16s430   1h29m09s450        14x        14x  1178   20844   21059
     49%   0h06m17s430   1h29m22s950        14x        14x  1178   20820   21036
     49%   0h06m18s430   1h29m37s100        14x        14x  1179   20848   21064
     49%   0h06m19s430   1h29m52s550        15x        14x  1179   20869   21085
     50%   0h06m20s430   1h30m05s400        13x        14x  1180   20875   21089
     50%   0h06m21s430   1h30m19s000        14x        14x  1180   20966   21177
     50%   0h06m22s430   1h30m33s400        14x        14x  1181   20890   21100
     50%   0h06m23s430   1h30m48s700        15x        14x  1181   20901   21113
     50%   0h06m24s430   1h31m02s000        13x        14x  1182   20940   21147
     50%   0h06m25s430   1h31m15s200        13x        14x  1182   20988   21188
     50%   0h06m26s431   1h31m27s900        13x        14x  1182   20963   21164
     50%   0h06m27s441   1h31m41s900        14x        14x  1183   20986   21185
     51%   0h06m28s441   1h31m52s500        11x        14x  1183   20998   21200
     51%   0h06m29s441   1h32m01s550         9x        14x  1184   21010   21216
     51%   0h06m30s441   1h32m11s650        10x        14x  1184   21023   21228
     51%   0h06m31s441   1h32m25s800        14x        14x  1184   21073   21278
     51%   0h06m32s441   1h32m40s350        15x        14x  1185   21119   21326
     51%   0h06m33s441   1h32m54s350        14x        14x  1185   21070   21274
     51%   0h06m34s441   1h33m08s050        14x        14x  1186   21090   21299
     51%   0h06m35s441   1h33m19s450        11x        14x  1186   21096   21302
     51%   0h06m36s441   1h33m28s500         9x        14x  1186   21107   21313
     52%   0h06m37s441   1h33m40s800        12x        14x  1187   21125   21333
     52%   0h06m38s447   1h33m53s000        12x        14x  1187   21136   21344
     52%   0h06m39s447   1h34m04s750        12x        14x  1188   21135   21344
     52%   0h06m40s447   1h34m17s050        12x        14x  1188   21168   21373
     52%   0h06m41s447   1h34m28s900        12x        14x  1188   21172   21375
     52%   0h06m42s447   1h34m42s050        13x        14x  1189   21218   21416
     52%   0h06m43s447   1h34m55s800        14x        14x  1189   21192   21395
     52%   0h06m44s447   1h35m09s750        14x        14x  1190   21216   21414
     52%   0h06m45s447   1h35m22s350        13x        14x  1190   21286   21484
     53%   0h06m46s447   1h35m34s800        12x        14x  1191   21239   21441
     53%   0h06m47s459   1h35m47s250        12x        14x  1191   21253   21454
     53%   0h06m48s459   1h35m59s300        12x        14x  1191   21289   21493
     53%   0h06m49s459   1h36m11s550        12x        14x  1192   21276   21480
     53%   0h06m50s459   1h36m27s600        16x        14x  1192   21316   21523
     53%   0h06m51s459   1h36m39s900        12x        14x  1193   21331   21537
     53%   0h06m52s459   1h36m53s200        13x        14x  1193   21400   21602
     53%   0h06m53s459   1h37m05s300        12x        14x  1194   21346   21551
     54%   0h06m54s459   1h37m18s800        14x        14x  1194   21388   21594
     54%   0h06m55s459   1h37m30s500        12x        14x  1195   21369   21576
     54%   0h06m56s459   1h37m42s500        12x        14x  1195   21383   21589
     54%   0h06m57s459   1h37m53s650        11x        14x  1195   21454   21657
     54%   0h06m58s459   1h38m05s800        12x        14x  1196   21421   21624
     54%   0h06m59s459   1h38m18s100        12x        14x  1196   21435   21642
     54%   0h07m00s459   1h38m32s300        14x        14x  1197   21460   21670
     54%   0h07m01s459   1h38m46s050        14x        14x  1197   21465   21672
     54%   0h07m02s459   1h38m55s850        10x        14x  1197   21466   21672
     55%   0h07m03s459   1h39m14s500        19x        14x  1198   21504   21704
     55%   0h07m04s459   1h39m32s300        18x        14x  1199   21491   21698
     55%   0h07m05s459   1h39m46s900        15x        14x  1199   21548   21750
     55%   0h07m06s459   1h40m01s950        15x        14x  1200   21547   21752
     55%   0h07m07s459   1h40m16s700        15x        14x  1200   21562   21764
     55%   0h07m08s459   1h40m33s150        16x        14x  1201   21571   21768
     56%   0h07m09s459   1h40m49s150        16x        14x  1201   21588   21786
     56%   0h07m10s459   1h41m04s550        15x        14x  1202   21619   21813
     56%   0h07m11s459   1h41m19s750        15x        14x  1202   21622   21813
     56%   0h07m12s459   1h41m33s650        14x        14x  1203   21638   21829
     56%   0h07m13s459   1h41m49s350        16x        14x  1203   21671   21860
     56%   0h07m14s459   1h42m02s550        13x        14x  1204   21651   21841
     56%   0h07m15s460   1h42m17s050        14x        14x  1204   21695   21879
     56%   0h07m16s460   1h42m31s900        15x        14x  1205   21695   21876
     57%   0h07m17s460   1h42m47s050        15x        14x  1205   21694   21878
     57%   0h07m18s460   1h43m01s600        15x        14x  1206   21762   21948
     57%   0h07m19s460   1h43m16s500        15x        14x  1206   21697   21882
     57%   0h07m20s460   1h43m30s700        14x        14x  1207   21718   21905
     57%   0h07m21s460   1h43m44s550        14x        14x  1207   21732   21919
     57%   0h07m22s460   1h43m57s700        13x        14x  1207   21785   21966
     57%   0h07m23s460   1h44m11s750        14x        14x  1208   21776   21964
     58%   0h07m24s461   1h44m26s300        15x        14x  1208   21787   21973
     58%   0h07m25s461   1h44m41s950        16x        14x  1209   21763   21947
     58%   0h07m26s461   1h44m57s350        15x        14x  1209   21772   21957
     58%   0h07m27s461   1h45m10s750        13x        14x  1210   21787   21971
     58%   0h07m28s461   1h45m24s050        13x        14x  1210   21811   21990
     58%   0h07m29s461   1h45m37s050        13x        14x  1211   21813   21993
     58%   0h07m30s461   1h45m49s550        13x        14x  1211   21829   22012
     58%   0h07m31s461   1h46m02s300        13x        14x  1212   21825   22009
     59%   0h07m32s475   1h46m14s950        12x        14x  1212   21873   22055
     59%   0h07m33s475   1h46m29s150        14x        14x  1212   21863   22043
     59%   0h07m34s475   1h46m43s300        14x        14x  1213   21872   22056
     59%   0h07m35s475   1h46m57s000        14x        14x  1213   21869   22052
     59%   0h07m36s475   1h47m11s000        14x        14x  1214   21878   22062
     59%   0h07m37s475   1h47m24s150        13x        14x  1214   21891   22075
     59%   0h07m38s475   1h47m35s700        12x        14x  1215   21903   22085
     59%   0h07m39s475   1h47m49s350        14x        14x  1215   21956   22143
     60%   0h07m40s475   1h48m02s550        13x        14x  1216   21921   22106
     60%   0h07m41s475   1h48m15s600        13x        14x  1216   21945   22125
     60%   0h07m42s475   1h48m29s000        13x        14x  1216   21949   22128
     60%   0h07m43s685   1h48m41s900        11x        14x  1217   21961   22137
     60%   0h07m44s685   1h48m55s550        14x        14x  1217   22016   22186
     60%   0h07m45s685   1h49m17s050        22x        14x  1218   21993   22170
     60%   0h07m46s685   1h49m32s300        15x        14x  1219   22019   22196
     61%   0h07m47s712   1h49m48s350        16x        14x  1219   22042   22215
     61%   0h07m48s712   1h50m02s000        14x        14x  1220   22060   22229
     61%   0h07m49s716   1h50m15s700        14x        14x  1220   22115   22289
     61%   0h07m50s716   1h50m30s500        15x        14x  1221   22100   22279
     61%   0h07m51s716   1h50m46s250        16x        14x  1221   22114   22290
     61%   0h07m52s716   1h51m00s350        14x        14x  1222   22107   22286
     61%   0h07m53s716   1h51m14s900        15x        14x  1222   22130   22305
     61%   0h07m54s716   1h51m27s800        13x        14x  1222   22155   22325
     62%   0h07m55s716   1h51m42s350        15x        14x  1223   22171   22340
     62%   0h07m56s716   1h51m55s600        13x        14x  1223   22161   22330
     62%   0h07m57s716   1h52m08s850        13x        14x  1224   22178   22342
     62%   0h07m58s716   1h52m23s200        14x        14x  1224   22210   22375
     62%   0h07m59s716   1h52m37s800        15x        14x  1225   22221   22390
     62%   0h08m00s716   1h52m53s200        15x        14x  1225   22221   22388
     62%   0h08m01s716   1h53m07s750        15x        14x  1226   22224   22392
     62%   0h08m02s716   1h53m23s550        16x        14x  1226   22247   22416
     63%   0h08m03s737   1h53m37s150        13x        14x  1227   22235   22407
     63%   0h08m04s737   1h53m51s650        15x        14x  1227   22254   22427
     63%   0h08m05s742   1h54m04s550        13x        14x  1228   22250   22424
     63%   0h08m06s742   1h54m18s600        14x        14x  1228   22273   22448
     63%   0h08m07s742   1h54m32s100        14x        14x  1229   22279   22452
     63%   0h08m08s742   1h54m45s800        14x        14x  1229   22301   22470
     63%   0h08m09s742   1h54m58s700        13x        14x  1229   22307   22480
     63%   0h08m10s758   1h55m11s900        13x        14x  1230   22322   22489
     64%   0h08m11s758   1h55m25s300        13x        14x  1230   22327   22500
     64%   0h08m12s758   1h55m38s950        14x        14x  1231   22345   22520
     64%   0h08m13s758   1h55m51s650        13x        14x  1231   22363   22534
     64%   0h08m14s774   1h56m04s100        12x        14x  1232   22345   22519
     64%   0h08m15s774   1h56m17s750        14x        14x  1232   22355   22527
     64%   0h08m16s774   1h56m31s550        14x        14x  1233   22394   22572
     64%   0h08m17s774   1h56m45s050        14x        14x  1233   22444   22621
     64%   0h08m18s774   1h56m59s250        14x        14x  1233   22399   22570
     65%   0h08m19s774   1h57m12s900        14x        14x  1234   22404   22578
     65%   0h08m20s774   1h57m25s650        13x        14x  1234   22426   22594
     65%   0h08m21s774   1h57m39s300        14x        14x  1235   22424   22591
     65%   0h08m22s774   1h57m51s100        12x        14x  1235   22454   22625
     65%   0h08m23s774   1h58m03s500        12x        14x  1236   22459   22630
     65%   0h08m24s774   1h58m16s400        13x        14x  1236   22467   22637
     65%   0h08m25s774   1h58m29s450        13x        14x  1236   22471   22642
     65%   0h08m26s774   1h58m42s300        13x        14x  1237   22487   22661
     66%   0h08m27s774   1h58m55s050        13x        14x  1237   22507   22684
     66%   0h08m28s774   1h59m07s400        12x        14x  1238   22527   22700
     66%   0h08m29s774   1h59m21s950        15x        14x  1238   22553   22728
     66%   0h08m30s786   1h59m35s350        13x        14x  1239   22540   22715
     66%   0h08m31s786   1h59m49s350        14x        14x  1239   22555   22724
     66%   0h08m32s786   2h00m01s350        12x        14x  1240   22550   22723
     66%   0h08m33s808   2h00m14s100        12x        14x  1240   22564   22734
     66%   0h08m34s808   2h00m26s900        13x        14x  1240   22589   22758
     67%   0h08m35s808   2h00m40s800        14x        14x  1241   22584   22755
     67%   0h08m36s808   2h00m53s750        13x        14x  1241   22615   22786
     67%   0h08m37s808   2h01m05s950        12x        14x  1242   22631   22803
     67%   0h08m38s808   2h01m18s950        13x        14x  1242   22627   22800
     67%   0h08m39s808   2h01m33s300        14x        14x  1243   22653   22823
     67%   0h08m40s808   2h01m46s850        14x        14x  1243   22655   22823
     67%   0h08m41s808   2h01m58s500        12x        14x  1243   22654   22819
     67%   0h08m42s808   2h02m11s350        13x        14x  1244   22658   22825
     68%   0h08m43s808   2h02m24s250        13x        14x  1244   22700   22861
     68%   0h08m44s808   2h02m37s450        13x        14x  1245   22694   22854
     68%   0h08m45s827   2h02m50s400        13x        14x  1245   22706   22862
     68%   0h08m46s827   2h03m04s650        14x        14x  1246   22703   22858
     68%   0h08m47s827   2h03m18s400        14x        14x  1246   22722   22875
     68%   0h08m48s827   2h03m30s550        12x        14x  1247   22726   22884
     68%   0h08m49s827   2h03m45s600        15x        14x  1247   22732   22890
     68%   0h08m50s827   2h03m57s450        12x        14x  1247   22747   22904
     68%   0h08m51s827   2h04m10s750        13x        14x  1248   22748   22909
     69%   0h08m52s827   2h04m22s600        12x        14x  1248   22768   22930
     69%   0h08m53s827   2h04m35s100        13x        14x  1249   22797   22958
     69%   0h08m54s827   2h04m47s700        13x        14x  1249   22805   22968
     69%   0h08m55s827   2h04m59s750        12x        14x  1249   22826   22994
     69%   0h08m56s827   2h05m12s100        12x        14x  1250   22812   22984
     69%   0h08m57s834   2h05m24s300        12x        14x  1250   22822   22993
     69%   0h08m58s834   2h05m33s050         9x        14x  1251   22832   23006
     69%   0h08m59s848   2h05m54s750        21x        14x  1251   22837   23005
     70%   0h09m00s863   2h06m10s650        16x        14x  1252   22859   23024
     70%   0h09m01s863   2h06m24s550        14x        14x  1252   22883   23047
     70%   0h09m02s863   2h06m38s950        14x        14x  1253   22897   23065
     70%   0h09m03s863   2h06m54s100        15x        14x  1253   22892   23058
     70%   0h09m04s863   2h07m08s500        14x        14x  1254   22917   23078
     70%   0h09m05s863   2h07m24s800        16x        14x  1254   22923   23082
     70%   0h09m06s863   2h07m38s900        14x        14x  1255   22943   23104
     71%   0h09m07s863   2h07m52s400        14x        14x  1255   22966   23123
     71%   0h09m08s863   2h08m05s500        13x        14x  1256   22945   23107
     71%   0h09m09s876   2h08m18s850        13x        14x  1256   22960   23122
     71%   0h09m10s876   2h08m32s800        14x        14x  1257   22976   23140
     71%   0h09m11s876   2h08m46s800        14x        14x  1257   22987   23148
     71%   0h09m12s876   2h09m00s550        14x        14x  1258   22986   23145
     71%   0h09m13s876   2h09m13s800        13x        14x  1258   22997   23160
     71%   0h09m14s876   2h09m27s300        14x        14x  1258   22999   23157
     72%   0h09m15s876   2h09m40s550        13x        14x  1259   23003   23160
     72%   0h09m16s876   2h09m53s600        13x        14x  1259   23025   23181
     72%   0h09m17s892   2h10m06s600        13x        14x  1260   23022   23173
     72%   0h09m18s892   2h10m20s450        14x        14x  1260   23028   23178
     72%   0h09m19s892   2h10m35s550        15x        14x  1261   23037   23184
     72%   0h09m20s892   2h10m49s150        14x        14x  1261   23052   23197
     72%   0h09m21s892   2h11m02s900        14x        14x  1262   23063   23214
     72%   0h09m22s892   2h11m16s150        13x        14x  1262   23081   23225
     73%   0h09m23s892   2h11m29s650        14x        14x  1262   23094   23240
     73%   0h09m24s892   2h11m44s250        15x        14x  1263   23082   23235
     73%   0h09m25s892   2h11m57s150        13x        14x  1263   23080   23234
     73%   0h09m26s892   2h12m11s250        14x        14x  1264   23096   23248
     73%   0h09m27s892   2h12m23s650        12x        14x  1264   23122   23276
     73%   0h09m28s892   2h12m37s700        14x        14x  1265   23107   23262
     73%   0h09m29s892   2h12m51s700        14x        14x  1265   23114   23269
     73%   0h09m30s892   2h13m04s500        13x        14x  1266   23135   23289
     74%   0h09m31s892   2h13m17s700        13x        14x  1266   23156   23311
     74%   0h09m32s892   2h13m30s000        12x        14x  1266   23153   23309
     74%   0h09m33s892   2h13m42s900        13x        14x  1267   23176   23328
     74%   0h09m34s892   2h13m55s850        13x        14x  1267   23173   23324
     74%   0h09m35s892   2h14m07s850        12x        14x  1268   23172   23329
     74%   0h09m36s901   2h14m20s550        13x        14x  1268   23218   23367
     74%   0h09m37s901   2h14m33s400        13x        14x  1269   23187   23341
     74%   0h09m38s901   2h14m47s200        14x        14x  1269   23194   23352
     75%   0h09m39s911   2h15m00s000        13x        14x  1269   23203   23359
     75%   0h09m40s911   2h15m13s150        13x        14x  1270   23200   23357
     75%   0h09m41s911   2h15m25s800        13x        14x  1270   23220   23377
     75%   0h09m42s911   2h15m38s400        13x        14x  1271   23227   23385
     75%   0h09m43s925   2h15m50s900        12x        14x  1271   23247   23401
     75%   0h09m44s925   2h16m03s200        12x        14x  1272   23260   23417
     75%   0h09m45s925   2h16m15s250        12x        14x  1272   23253   23408
     75%   0h09m46s925   2h16m27s750        13x        14x  1272   23267   23425
     75%   0h09m47s925   2h16m40s550        13x        14x  1273   23261   23422
     76%   0h09m48s925   2h16m54s500        14x        14x  1273   23279   23437
     76%   0h09m49s925   2h17m08s000        14x        14x  1274   23298   23457
     76%   0h09m50s925   2h17m19s750        12x        14x  1274   23298   23456
     76%   0h09m51s925   2h17m32s100        12x        14x  1275   23303   23459
     76%   0h09m52s925   2h17m53s750        22x        14x  1275   23317   23477
     76%   0h09m53s925   2h18m07s300        14x        14x  1276   23343   23498
     76%   0h09m54s925   2h18m20s300        13x        14x  1276   23354   23514
     76%   0h09m55s925   2h18m34s300        14x        14x  1277   23354   23510
     77%   0h09m56s925   2h18m48s750        14x        14x  1277   23368   23522
     77%   0h09m57s925   2h19m02s450        14x        14x  1278   23357   23511
     77%   0h09m58s925   2h19m16s350        14x        14x  1278   23363   23514
     77%   0h09m59s925   2h19m29s650        13x        14x  1278   23376   23529
     77%   0h10m00s925   2h19m44s350        15x        14x  1279   23384   23541
     77%   0h10m01s925   2h19m56s950        13x        14x  1279   23407   23562
     77%   0h10m02s947   2h20m12s100        15x        14x  1280   23420   23573
     78%   0h10m03s947   2h20m26s000        14x        14x  1280   23438   23587
     78%   0h10m04s961   2h20m39s550        13x        14x  1281   23460   23614
     78%   0h10m05s961   2h20m54s650        15x        14x  1281   23453   23607
     78%   0h10m06s961   2h21m09s000        14x        14x  1282   23462   23616
     78%   0h10m07s961   2h21m22s550        14x        14x  1282   23475   23629
     78%   0h10m08s961   2h21m37s350        15x        14x  1283   23468   23618
     78%   0h10m09s961   2h21m52s100        15x        14x  1283   23485   23629
     78%   0h10m10s961   2h22m04s500        12x        14x  1284   23487   23634
     79%   0h10m11s961   2h22m17s750        13x        14x  1284   23524   23673
     79%   0h10m12s978   2h22m31s650        14x        14x  1285   23534   23684
     79%   0h10m13s978   2h22m45s300        14x        14x  1285   23549   23699
     79%   0h10m14s978   2h22m58s300        13x        14x  1285   23539   23694
     79%   0h10m15s978   2h23m11s400        13x        14x  1286   23553   23708
     79%   0h10m16s978   2h23m24s300        13x        14x  1286   23550   23706
     79%   0h10m17s978   2h23m37s000        13x        14x  1287   23554   23708
     79%   0h10m18s978   2h23m50s100        13x        14x  1287   23573   23731
     80%   0h10m19s978   2h24m02s950        13x        14x  1288   23583   23740
     80%   0h10m20s978   2h24m14s900        12x        14x  1288   23592   23750
     80%   0h10m21s978   2h24m26s700        12x        14x  1288   23613   23768
     80%   0h10m22s986   2h24m38s900        12x        14x  1289   23607   23768
     80%   0h10m23s986   2h24m51s650        13x        14x  1289   23633   23793
     80%   0h10m24s986   2h25m03s700        12x        14x  1290   23658   23819
     80%   0h10m25s986   2h25m17s250        14x        14x  1290   23659   23820
     80%   0h10m26s986   2h25m29s000        12x        14x  1290   23666   23829
     80%   0h10m27s986   2h25m41s450        12x        14x  1291   23653   23812
     81%   0h10m28s986   2h25m54s500        13x        14x  1291   23681   23840
     81%   0h10m29s986   2h26m05s300        11x        14x  1292   23688   23847
     81%   0h10m30s986   2h26m16s500        11x        14x  1292   23703   23863
     81%   0h10m31s986   2h26m28s100        12x        14x  1292   23716   23874
     81%   0h10m32s986   2h26m41s400        13x        14x  1293   23713   23867
     81%   0h10m33s986   2h26m53s500        12x        14x  1293   23760   23911
     81%   0h10m34s986   2h27m05s350        12x        14x  1294   23728   23881
     81%   0h10m35s991   2h27m17s150        12x        14x  1294   23734   23884
     81%   0h10m36s991   2h27m28s850        12x        14x  1294   23748   23896
     82%   0h10m38s016   2h27m41s200        12x        14x  1295   23782   23929
     82%   0h10m39s016   2h27m52s600        11x        14x  1295   23762   23913
     82%   0h10m40s016   2h28m03s800        11x        14x  1296   23781   23932
     82%   0h10m41s016   2h28m14s750        11x        14x  1296   23783   23933
     82%   0h10m42s039   2h28m27s650        13x        14x  1296   23790   23940
     82%   0h10m43s039   2h28m39s750        12x        14x  1297   23807   23955
     82%   0h10m44s039   2h28m52s050        12x        14x  1297   23810   23964
     82%   0h10m45s039   2h29m03s700        12x        14x  1298   23821   23973
     82%   0h10m46s045   2h29m16s400        13x        14x  1298   23822   23974
     83%   0h10m47s045   2h29m28s450        12x        14x  1298   23838   23989
     83%   0h10m48s045   2h29m40s900        12x        14x  1299   23834   23991
     83%   0h10m49s045   2h29m52s150        11x        14x  1299   23845   24003
     83%   0h10m50s045   2h30m02s650        11x        14x  1300   23854   24016
     83%   0h10m51s045   2h30m14s700        12x        14x  1300   23894   24056
     83%   0h10m52s045   2h30m27s200        13x        14x  1300   23872   24033
     83%   0h10m53s045   2h30m39s100        12x        14x  1301   23872   24036
     83%   0h10m54s045   2h30m52s350        13x        14x  1301   23901   24060
     83%   0h10m55s045   2h31m03s800        11x        14x  1302   23879   24042
     84%   0h10m56s045   2h31m15s600        12x        14x  1302   23914   24074
     84%   0h10m57s067   2h31m27s400        12x        14x  1302   23913   24074
     84%   0h10m58s067   2h31m39s250        12x        14x  1303   23915   24074
     84%   0h10m59s067   2h31m51s300        12x        14x  1303   23918   24074
     84%   0h11m00s067   2h32m02s100        11x        14x  1304   23937   24090
     84%   0h11m01s092   2h32m13s300        11x        14x  1304   23929   24080
     84%   0h11m02s092   2h32m25s600        12x        14x  1304   23935   24093
     84%   0h11m03s092   2h32m37s850        12x        14x  1305   23962   24115
     84%   0h11m04s092   2h32m49s650        12x        14x  1305   23971   24123
     85%   0h11m05s102   2h33m00s700        11x        14x  1306   23968   24121
     85%   0h11m06s102   2h33m11s650        11x        14x  1306   24011   24165
     85%   0h11m07s102   2h33m23s050        11x        14x  1306   23977   24130
     85%   0h11m08s102   2h33m34s100        11x        14x  1307   23986   24138
     85%   0h11m09s110   2h33m45s150        11x        14x  1307   24007   24157
     85%   0h11m10s110   2h33m57s700        13x        14x  1307   24018   24167
     85%   0h11m11s110   2h34m08s600        11x        14x  1308   24027   24181
     85%   0h11m12s110   2h34m19s550        11x        14x  1308   24038   24192
     85%   0h11m13s110   2h34m30s700        11x        14x  1309   24057   24204
     85%   0h11m14s110   2h34m42s650        12x        14x  1309   24064   24212
     86%   0h11m15s110   2h34m52s400        10x        14x  1309   24058   24206
     86%   0h11m16s110   2h35m02s350        10x        14x  1310   24067   24217
     86%   0h11m17s110   2h35m10s300         8x        14x  1310   24076   24226
     86%   0h11m18s110   2h35m19s900        10x        14x  1310   24086   24235
     86%   0h11m19s110   2h35m30s000        10x        14x  1311   24100   24252
     86%   0h11m20s135   2h35m41s500        11x        14x  1311   24109   24257
     86%   0h11m21s135   2h35m51s400        10x        14x  1311   24117   24265
     86%   0h11m22s135   2h35m58s400         7x        14x  1311   24122   24269
     86%   0h11m23s135   2h36m08s000        10x        14x  1312   24121   24268
     86%   0h11m24s135   2h36m18s750        11x        14x  1312   24153   24298
     86%   0h11m25s135   2h36m29s700        11x        14x  1312   24148   24294
     87%   0h11m26s135   2h36m41s350        12x        14x  1313   24149   24295
     87%   0h11m27s135   2h36m53s450        12x        14x  1313   24139   24288
     87%   0h11m28s135   2h37m04s300        11x        14x  1314   24155   24301
     87%   0h11m29s141   2h37m11s750         7x        14x  1314   24155   24303
     87%   0h11m30s141   2h37m26s600        15x        14x  1314   24171   24322
     87%   0h11m31s141   2h37m43s750        17x        14x  1315   24174   24329
     87%   0h11m32s141   2h37m56s300        13x        14x  1315   24199   24351
     87%   0h11m33s141   2h38m09s000        13x        14x  1316   24218   24376
     87%   0h11m34s141   2h38m22s250        13x        14x  1316   24209   24365
     88%   0h11m35s141   2h38m35s950        14x        14x  1317   24225   24384
     88%   0h11m36s141   2h38m49s750        14x        14x  1317   24233   24390
     88%   0h11m37s141   2h39m03s050        13x        14x  1318   24232   24386
     88%   0h11m38s145   2h39m16s300        13x        14x  1318   24242   24391
     88%   0h11m39s145   2h39m29s150        13x        14x  1318   24264   24411
     88%   0h11m40s145   2h39m42s950        14x        14x  1319   24253   24400
     88%   0h11m41s145   2h39m55s250        12x        14x  1319   24259   24403
     88%   0h11m42s145   2h40m07s550        12x        14x  1320   24284   24423
     89%   0h11m43s145   2h40m19s550        12x        14x  1320   24292   24431
     89%   0h11m44s145   2h40m32s400        13x        14x  1321   24281   24423
     89%   0h11m45s145   2h40m45s850        13x        14x  1321   24290   24429
     89%   0h11m46s145   2h40m58s900        13x        14x  1321   24290   24432
     89%   0h11m47s158   2h41m12s050        13x        14x  1322   24308   24451
     89%   0h11m48s158   2h41m24s900        13x        14x  1322   24308   24456
     89%   0h11m49s158   2h41m37s450        13x        14x  1323   24337   24489
     89%   0h11m50s161   2h41m50s900        13x        14x  1323   24338   24486
     90%   0h11m51s161   2h42m03s100        12x        14x  1324   24343   24494
     90%   0h11m52s161   2h42m15s300        12x        14x  1324   24352   24503
     90%   0h11m53s161   2h42m27s450        12x        14x  1324   24352   24500
     90%   0h11m54s161   2h42m40s100        13x        14x  1325   24351   24499
     90%   0h11m55s161   2h42m53s800        14x        14x  1325   24367   24513
     90%   0h11m56s161   2h43m06s100        12x        14x  1326   24374   24523
     90%   0h11m57s161   2h43m18s600        13x        14x  1326   24371   24516
     90%   0h11m58s161   2h43m31s500        13x        14x  1327   24380   24524
     90%   0h11m59s161   2h43m45s050        14x        14x  1327   24410   24550
     91%   0h12m00s161   2h43m57s250        12x        14x  1327   24414   24558
     91%   0h12m01s161   2h44m08s750        12x        14x  1328   24412   24556
     91%   0h12m02s161   2h44m20s700        12x        14x  1328   24424   24567
     91%   0h12m03s161   2h44m32s700        12x        14x  1329   24454   24601
     91%   0h12m04s161   2h44m46s100        13x        14x  1329   24430   24577
     91%   0h12m05s161   2h44m59s150        13x        14x  1329   24438   24582
     91%   0h12m06s161   2h45m11s100        12x        14x  1330   24442   24588
     91%   0h12m07s161   2h45m23s400        12x        14x  1330   24450   24593
     91%   0h12m08s161   2h45m35s900        13x        14x  1331   24456   24602
     92%   0h12m09s161   2h45m47s750        12x        14x  1331   24452   24599
     92%   0h12m10s161   2h45m59s050        11x        14x  1331   24462   24611
     92%   0h12m11s161   2h46m10s450        11x        14x  1332   24466   24614
     92%   0h12m12s161   2h46m21s650        11x        14x  1332   24506   24654
     92%   0h12m13s161   2h46m34s550        13x        14x  1333   24495   24643
     92%   0h12m14s161   2h46m47s200        13x        14x  1333   24489   24640
     92%   0h12m15s161   2h46m59s250        12x        14x  1333   24516   24666
     92%   0h12m16s161   2h47m10s900        12x        14x  1334   24513   24663
     92%   0h12m17s161   2h47m23s250        12x        14x  1334   24506   24658
     93%   0h12m18s163   2h47m35s150        12x        14x  1335   24539   24689
     93%   0h12m19s163   2h47m44s700        10x        14x  1335   24534   24687
     93%   0h12m20s163   2h47m55s750        11x        14x  1335   24520   24672
     93%   0h12m21s163   2h48m14s900        19x        14x  1336   24535   24690
     93%   0h12m22s183   2h48m27s850        13x        14x  1336   24554   24711
     93%   0h12m23s183   2h48m42s250        14x        14x  1337   24549   24710
     93%   0h12m24s183   2h48m55s400        13x        14x  1337   24590   24743
     93%   0h12m25s183   2h49m07s450        12x        14x  1338   24568   24724
